 Nombre EPS ,Nombre IPS,Valor Autorizado por EPS ($),Valor Girado IPS ($),observación,Fecha proceso Giro Directo,Fecha Giro,PROCESO
SANITAS E.P.S.,UNIDAD DE MEDICINA MATERNOFETAL NORFETUS SOCIEDAD POR ACCIONES SIMPLIFICADA," 27,032,004 "," 27,032,004 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,EMPRESA SOCIAL DEL ESTADO HOSPITAL ARSENIO REPIZO VANEGAS," 26,980,397 "," 26,980,397 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,MEDICCOL IPS SAS," 26,950,644 "," 26,950,644 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,MEDICINA AMBULATORIA DOMICILIARIA SU SALUD SAS," 26,876,716 "," 26,876,716 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,LABORATORIO DE PATOLOGIA Y CITOLOGIA CITOSALUD SAS," 26,691,689 "," 26,691,689 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,INSTITUTO METROPOLITANO PARA EL DESARROLLO COGNITIVO IPS SAS," 26,594,292 "," 26,594,292 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,SOCIEDAD N S D R SAS," 26,392,045 "," 26,392,045 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,CENTRO NEURORADIONCOLOGICO DE CARTAGENA SAS," 26,215,000 "," 26,215,000 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,CLINICA SAN PABLO SA," 26,003,226 "," 26,003,226 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,REHABILITACION INTEGRAL INFANTIL ESPECIALIZADA SAS," 25,985,905 "," 25,985,905 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,INSTITUTO DE MEDICINA NUCLEAR MEDINUCLEAR SA," 25,919,234 "," 25,919,234 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,PROVIORAL SAS," 25,853,376 "," 25,853,376 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,ESE HOSPITAL MARIO GAITAN YANGUAS," 25,501,270 "," 25,501,270 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,ESE HOSPITAL SANTA MATILDE DE MADRID," 25,297,060 "," 25,297,060 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,FUNDACION GRUPO INTEGRA," 25,212,254 "," 25,212,254 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,CLINICA SAN JOSE DE CUCUTA S A," 25,040,654 "," 25,040,654 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,HOSPITAL RAUL OREJUELA BUENO EMPRESA SOCIAL DEL ESTADO," 24,961,365 "," 24,961,365 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,ESE POLICLINICO DE JUNIN," 24,569,285 "," 24,569,285 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,IPS KINESIS SAS," 24,479,540 "," 24,479,540 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,CLINICA IBAGUE SA," 24,244,704 "," 24,244,704 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,HOSPITAL SAN VICENTE DE PAUL SALENTO," 24,136,194 "," 24,136,194 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,COM DE HNAS DOMIN DE LA PRES DE LA SANT VIRGEN DE TOURS PROV MED," 23,869,309 "," 23,869,309 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,INSTITUTO NEUROLOGICO INFANTIL SAS," 23,847,300 "," 23,847,300 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,ESE HOSPITAL SANTA ROSA DE TENJO," 23,764,824 "," 23,764,824 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,HOSPITAL LA BUENA ESPERANZA DE YUMBO ESE," 23,578,882 "," 23,578,882 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,SOCIEDAD UNIDAD INTEGRAL DE SALUD MENTAL SION SAS," 23,559,161 "," 23,559,161 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,EMPRESA SOCIAL DEL ESTADO NORTE 2 ESE," 23,547,797 "," 23,547,797 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,INSTITUTO PARA TRASTORNO DE LA CONDUCTA SAS," 23,378,520 "," 23,378,520 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,HOSPITAL SAN JUAN BAUTISTA DE CHAPARRAL TOLIMA EMPRESA SOCIAL DEL ESTADO," 23,374,060 "," 23,374,060 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,CLINICA DE OFTALMOLOGIA SANDIEGO SA," 22,848,197 "," 22,848,197 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,GRUPO AVA LABZELL LIMITADA," 22,599,038 "," 22,599,038 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,CLINICA SAN IGNACIO LIMITADA," 22,406,925 "," 22,406,925 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,CARDIOSALUD SAS," 22,320,280 "," 22,320,280 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO DE SOATA," 22,288,210 "," 22,288,210 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,ESE HOSPITAL SAN JUAN DE DIOS DE FLORIDABLANCA," 22,280,111 "," 22,280,111 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,FUNDACION PASOS," 22,199,445 "," 22,199,445 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,CDC CENTRO DE DIAGNOSTICO CLINICO SAS," 22,108,920 "," 22,108,920 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,AM SALUD SAS," 22,041,180 "," 22,041,180 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,HOSPITAL REGIONAL DE MIRAFLORES ESE," 21,975,394 "," 21,975,394 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,SERVICIO INTEGRAL DE MEDICINA AMBULATORIA SIMA LINK SAS," 21,900,424 "," 21,900,424 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,CLINICA LA TRINIDAD LTDA," 21,898,033 "," 21,898,033 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,LIGA CONTRA EL CANCER SECCIONAL SUCRE," 21,740,584 "," 21,740,584 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,ORGANIZACIONES DE IMAGENOLOGIA COLOMBIANA OIC SA," 21,569,337 "," 21,569,337 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,FUNDACION HOSPITAL INFANTIL NAPOLEON FRANCO PAREJA," 21,475,690 "," 21,475,690 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,CLINICA RESPIRATORIA Y DE ALERGIAS SAS," 21,139,009 "," 21,139,009 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JOSE DE LA PALMA," 21,075,926 "," 21,075,926 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,GAMAGRAFIAS DEL VALLE LTDA," 20,905,154 "," 20,905,154 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,CENTRO MEDICO VALLE DE ATRIZ EU," 20,792,652 "," 20,792,652 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,EMPRESA SOCIAL DEL ESTADO HOSPITAL PSIQUIATRICO SAN CAMILO," 20,706,193 "," 20,706,193 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,HOSPITAL SAN ANTONIO GUATAVITA," 20,528,984 "," 20,528,984 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,ESE HOSPITAL MUNICIPAL SAN ANTONIO," 20,515,874 "," 20,515,874 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,INSTITUTO COLOMBIANO DE NEUROPEDAGOGIA ICN SAS," 20,450,600 "," 20,450,600 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,CLINICA MEISEL SAS," 20,330,104 "," 20,330,104 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,EMPRESA SOCIAL DEL ESTADO ESE CENTRO I," 20,230,605 "," 20,230,605 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,SERVICIOS MEDICOS ESPECIALIZADOS NEUROSALUD SAS," 20,229,791 "," 20,229,791 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,HOSP LOCAL DE SANTO TOMAS," 19,819,212 "," 19,819,212 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,VISIONAMOS SALUD CENTRO DE DIAGNOSTICO CLINICO SAS," 19,811,677 "," 19,811,677 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,EMPRESA SOCIAL DEL ESTADO HOSPITAL SANTO TOMAS DE VILLANUEVA," 19,803,342 "," 19,803,342 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,URGENCIA VITAL DEL CASANARE AEREA Y TERRESTRE SAS," 19,722,568 "," 19,722,568 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,CLINICA MEDIESP SAS," 19,503,297 "," 19,503,297 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,INSUASTY ONCOLOGIA E INVESTIGACION SAS," 19,484,965 "," 19,484,965 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,SERVICIOS ESPECIALES DE SALUD," 19,363,174 "," 19,363,174 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,EMPRESA SOCIAL DEL ESTADO HOSPITAL JOSE MARIA HERNANDEZ," 19,295,594 "," 19,295,594 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,EMPRESA SOCIAL DEL ESTADO HOSPITAL MENTAL DE ANTIOQUIA," 19,291,846 "," 19,291,846 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,HOSPITAL DE CASTILLA LA NUEVA EMPRESA SOCIAL DEL ESTADO," 19,262,761 "," 19,262,761 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,ASOCIACION NINOS DE PAPEL COLOMBIA," 19,088,342 "," 19,088,342 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,CENTRO TERAPEUTICO RE ENCONTRARSE SAS," 19,072,330 "," 19,072,330 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,CLINICA SAN JUAN DE DIOS," 18,966,490 "," 18,966,490 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,EMPRESA SOCIAL DEL ESTADO PASTO SALUD ESE," 18,889,003 "," 18,889,003 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN FRANCISCO DE  ASIS," 18,660,232 "," 18,660,232 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,IMAGENES DE LA SABANA SAS," 18,547,529 "," 18,547,529 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,VHR CENTRO PEDIATRICO Y CARDIOLOGICO IPS SAS," 18,547,088 "," 18,547,088 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,FUNDACION CLINICA NOEL," 18,369,362 "," 18,369,362 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN CARLOS AIPE," 18,335,070 "," 18,335,070 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR ESE," 18,155,270 "," 18,155,270 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,CUIDAMOS SALUD LIMITADA," 18,123,920 "," 18,123,920 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,CENTRO DE SALUD SALUDYA ESE," 18,102,266 "," 18,102,266 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JOSE DE ISNOS," 17,895,295 "," 17,895,295 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,MEDICINA NUCLEAR DIAGNOSTICA SAS," 17,889,488 "," 17,889,488 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,ALERGOLOGOS DE OCCIDENTE SAS," 17,808,319 "," 17,808,319 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,UNIDAD DE GASTROENTEROLOGIA NUTRICION Y ENDOSCOPIA PEDIATRICA SAS," 17,791,052 "," 17,791,052 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,UNIDAD MOVIL DE EMERGENCIAS MEDICAS VITALES SAS," 17,455,000 "," 17,455,000 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,CLINICA LOS ALMENDROS SAS," 17,408,098 "," 17,408,098 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,TORRES Y JARAMILLO SAS," 17,352,624 "," 17,352,624 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,CENTRO DE NEUROREHABILITACION APAES SAS," 17,250,919 "," 17,250,919 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,BIOSAMAR UNIDAD MEDICA ESPECIALIZADA IPS SAS," 17,239,666 "," 17,239,666 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,CORAXON SAS," 17,176,675 "," 17,176,675 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,FUNDACION AMIGA DEL PACIENTE," 17,112,675 "," 17,112,675 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,CENTRO MEDICO CUBIS SAS," 17,106,204 "," 17,106,204 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,SOCIEDAD DE CANCEROLOGIA DE LA COSTA SAS," 16,730,994 "," 16,730,994 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,DENTHAUS SAS," 16,637,266 "," 16,637,266 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,ECO PERINATAL SAS," 16,286,916 "," 16,286,916 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,EJE PALIATIVOS SAS," 16,128,960 "," 16,128,960 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,RUIZ TENORIO Y CIA S EN C S," 16,063,042 "," 16,063,042 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,PREVICARE LTDA," 15,997,386 "," 15,997,386 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,NEUMOCESAR SAS," 15,873,295 "," 15,873,295 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,UNIDAD CARDIOLOGICA Y PERINATAL DEL HUILA LTDA," 15,756,971 "," 15,756,971 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,IPS MUNICIPAL DE IPIALES ESE," 15,720,245 "," 15,720,245 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,CLINICA LOS ROSALES SA," 15,716,412 "," 15,716,412 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,EMPRESA MULTIACTIVA DE SALUD SERMULTISALUD SAS," 15,698,753 "," 15,698,753 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,GASTROKIDS SAS," 15,661,600 "," 15,661,600 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,CLINICA DE URGENCIAS DE SALUD MENTAL SAN LUCAS SAS," 15,654,374 "," 15,654,374 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,FASES IPS SAS," 15,606,007 "," 15,606,007 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,ESE HOSPITAL DE VIANI," 15,594,348 "," 15,594,348 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,CLINICA SIQUIATRICA SAN JUAN DE DIOS," 15,553,755 "," 15,553,755 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,ORTOPEDICOS DEL PACIFICO SAS," 15,497,642 "," 15,497,642 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,FUNDACION LA LUZ CENTRO NACIONAL PARA EL TRATAMIENTO DE LA DROGADICCION," 15,380,100 "," 15,380,100 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,CENTRAL DE URGENCIAS LOUIS PASTEUR ESE," 15,339,145 "," 15,339,145 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,CEN DE MOVIMIENTO EJERCICIO Y REHABILITACION SAS C MOVER SAS," 15,285,369 "," 15,285,369 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,MEDICINA INTENSIVA DEL TOLIMA SA," 15,202,403 "," 15,202,403 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,COOPERATIVA MEDICA DE SALUD DEL NORTE DE CASANARE IPS," 14,969,990 "," 14,969,990 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,HOSPITAL SAN JUAN DE DIOS ESE," 14,956,187 "," 14,956,187 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,PALERMO IMAGEN LTDA," 14,839,234 "," 14,839,234 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,CENTRO DE ESCANOGRAFIA YOPAL LTDA," 14,795,142 "," 14,795,142 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,VIDA EN CASA SAS," 14,782,056 "," 14,782,056 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SANTA LUCIA," 14,704,780 "," 14,704,780 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,ESE HOSPITAL SAN RAFAEL DEL CERRITO," 14,553,467 "," 14,553,467 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,ESE HOSPITAL SAN FRANCISCO DE VILLA DE LEYVA," 14,526,078 "," 14,526,078 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,ESE HOSPITAL MARCO FELIPE AFANADOR DE TOCAIMA," 14,428,001 "," 14,428,001 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,LABORATORIO MEDICO ECHAVARRIA SAS," 14,422,852 "," 14,422,852 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,OPORTUNIDAD DE VIDA SAS," 14,235,900 "," 14,235,900 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,CITOPAT DE LA COSTA LTDA," 14,231,718 "," 14,231,718 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,FUNDACION AMIGOS DE LA SALUD," 14,220,823 "," 14,220,823 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,HOSPITAL SANTA ANA DE LOS CABALLEROS," 14,174,189 "," 14,174,189 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,HUMANIZAR SALUD INTEGRAL SAS," 14,141,756 "," 14,141,756 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,CENTRO ESPECIALIZADO DE UROLOGIA SAS," 13,875,165 "," 13,875,165 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,ASISTENCIA EN SERVICIOS DE SALUD INTEGRALES SA," 13,828,410 "," 13,828,410 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,UNIDAD INTEGRAL DE SALUD PUERTABIERTA SAS," 13,819,734 "," 13,819,734 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,MUNDO RADIOLOGICO SAS," 13,664,389 "," 13,664,389 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,HOSPITAL DEPARTAMENTAL SAN JUAN DE DIOS DE PUERTO CARRENO," 13,576,118 "," 13,576,118 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,EMPRESA SOCIAL DEL ESTADO RAFAEL TOVAR POVEDA," 13,566,330 "," 13,566,330 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,IPS PUENTE DEL MEDIO SAS," 13,473,076 "," 13,473,076 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN BARTOLOME DEL MUNICIPIO DE CAPITANEJO," 13,452,519 "," 13,452,519 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,ASAD ASISTENCIA EN SALUD DOMILICIARIA SAS," 13,387,113 "," 13,387,113 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,EMPRESA  SOCIAL DEL ESTADO HOSPITAL SAN ROQUE," 13,313,222 "," 13,313,222 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,ESTRIOS LTDA," 13,242,769 "," 13,242,769 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,ESE HOSPITAL DPTAL PSIQUIATRICO UNIV DEL VALLE," 13,219,351 "," 13,219,351 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,CLINICA ANTIOQUIA SA," 13,145,979 "," 13,145,979 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,ESE IMSALUD," 13,109,816 "," 13,109,816 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,CLINICA SANTA CRUZ DE LA LOMA SA," 13,012,490 "," 13,012,490 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,CLINICA OFTALMOLOGICA PAREDES SAS," 12,983,400 "," 12,983,400 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,ESE HOSPITAL MUNICIPAL SAN ANTONIO DE TIMANA," 12,969,424 "," 12,969,424 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,CENTRO DE ATENCION Y DIAGNOSTICO DE ENFERMEDADES INFECCIOSAS SA CDI SA," 12,864,978 "," 12,864,978 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,CENTRO DE ECO RADIODIAGNOSTICOS SAS," 12,859,365 "," 12,859,365 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,CLINICA ODONTOLOGICA PROTECCION ORAL LTDA," 12,790,454 "," 12,790,454 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,IPS CENTRO DE ESPECIALISTAS DEL LLANO SAS," 12,609,229 "," 12,609,229 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,ESE HOSPITAL SANTA MARTHA SAMACA," 12,556,837 "," 12,556,837 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO SAN JORGE," 12,411,572 "," 12,411,572 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,IPS TEJIDO SALUD SAS," 12,318,208 "," 12,318,208 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,HOSPITAL SAN ANDRES ESE," 12,197,792 "," 12,197,792 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,MEDICLINICOS IPS SAS," 12,110,627 "," 12,110,627 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,EMPRESA SOCIAL DEL ESTADO HOSPITAL SANTA TERESA," 12,101,252 "," 12,101,252 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,ESE HOSPITAL SAN FRANCISCO DE GACHETA," 12,079,889 "," 12,079,889 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,ESE HOSPITAL SAN JOSE DE GUADUAS," 12,037,992 "," 12,037,992 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,INSTITUTO DE REHABILITACION DEL TOLIMA IDEAL," 12,032,218 "," 12,032,218 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,IPS REHABILITACION INTEGRAL MARTA OMANA Y ASOCIADOS SAS," 11,995,725 "," 11,995,725 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,EMPRESA SOCIAL DEL ESTADO HOSPITAL SANTA MONICA," 11,893,802 "," 11,893,802 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,UCIMED SA," 11,620,203 "," 11,620,203 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,EMPRESA SOCIAL DEL ESTADO MIGUEL BARRETO LOPEZ," 11,554,585 "," 11,554,585 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,TRANSPORTE Y LOGISTICA INTEGRALES SAS," 11,535,810 "," 11,535,810 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,HOSPITAL ISMAEL SILVA EMPRESA SOCIAL DEL ESTADO ESE," 11,510,408 "," 11,510,408 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,AVANZA SALUD SAS," 11,396,919 "," 11,396,919 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,ESE HOSPITAL DE CHIQUINQUIRA," 11,226,435 "," 11,226,435 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,MEDICARTE SAS," 11,157,496 "," 11,157,496 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,ESE HOSPITAL HILARIO LUGO," 11,083,992 "," 11,083,992 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,CIA DE PATOLOGOS DEL CAUCA LTDA," 10,973,387 "," 10,973,387 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,PASSUS IPS TS SAS," 10,903,364 "," 10,903,364 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,ART MEDICA SAS," 10,880,116 "," 10,880,116 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,ESE HOSPITAL SAN VICENTE DE PAUL FILANDIA," 10,765,754 "," 10,765,754 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,ESE HOSPITAL SAN MARTIN DE PORRES DE CHOCONTA," 10,762,981 "," 10,762,981 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,UNIDAD OFTALMOLOGICA DE CARTAGENA SAS," 10,705,731 "," 10,705,731 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,CLINICA LOS REMANSOS INSTITUTO TOLIMENSE DE SALUD MENTAL SAS," 10,644,718 "," 10,644,718 ",,2024-04-08,4/15/2024,I ABRIL
SANITAS E.P.S.,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN VICENTE DE PAUL DE FOMEQUE," 10,629,039 "," 10,629,039 ",,2024-04-08,4/15/2024,I ABRIL
