Nombre EPS, Razón Social ,Valor Autorizado por EPS ($),Valor Giro a IPS ($),Fecha de giro,Observaciones
NUEVA EPS ,LIGA CONTRA EL CANCER RISARALDA," 283,246,372.00 "," 283,246,372.00 ",4/12/2024,
NUEVA EPS ,ORGANIZACION VIHONCO IPS SAS," 282,391,942.00 "," 282,391,942.00 ",4/12/2024,
NUEVA EPS ,HOSPITAL SAN VICENTE DE PAUL EMPRESA SOCIAL DEL ESTADO," 282,139,064.00 "," 282,139,064.00 ",4/12/2024,
NUEVA EPS ,IPS MI SALUD EN CASA SAS," 281,960,576.00 "," 281,960,576.00 ",4/12/2024,
NUEVA EPS ,ESE HOSPITAL LOCAL CARTAGENA DE INDIAS," 281,837,300.00 "," 281,837,300.00 ",4/12/2024,
NUEVA EPS ,RADIOLOGOS ASOCIADOS S.A.S," 281,412,418.00 "," 281,412,418.00 ",4/12/2024,
NUEVA EPS ,MEDIAGNOSTICA TECMEDI TECNOLOGIA MEDICA DIAGNOSTICA S.A.S," 280,582,512.00 "," 280,582,512.00 ",4/12/2024,
NUEVA EPS ,I.P.S. CLINICA GUARANDA SANA S.A.S.," 280,445,774.00 "," 280,445,774.00 ",4/12/2024,
NUEVA EPS ,FUNDACIÓN DE PROYECTO HOMBRE DE BIEN," 278,871,369.00 "," 278,871,369.00 ",4/12/2024,
NUEVA EPS ,SOCIEDAD DE HEMODINAMIA SANTA MARIA S.A.S," 278,430,973.00 "," 278,430,973.00 ",4/12/2024,
NUEVA EPS ,EMPRESA SOCIAL DEL ESTADO HOSPITAL JOSÉ MARÍA HERNÁNDEZ," 277,656,616.00 "," 277,656,616.00 ",4/12/2024,
NUEVA EPS ,SOCIEDAD CLINICA BOYACA LIMITADA," 277,512,072.00 "," 277,512,072.00 ",4/12/2024,
NUEVA EPS ,BRUJULA S M S.A.S," 276,042,916.00 "," 276,042,916.00 ",4/12/2024,
NUEVA EPS ,E.S.E. HOSPITAL LOCAL ARJONA," 276,042,180.00 "," 276,042,180.00 ",4/12/2024,
NUEVA EPS ,SALUD EN CASA MEDICOS SAS," 275,922,898.00 "," 275,922,898.00 ",4/12/2024,
NUEVA EPS ,IPS INDIGENA JAI KERA S.A.S," 275,316,096.00 "," 275,316,096.00 ",4/12/2024,
NUEVA EPS ,EMPRESA SOCIAL DEL ESTADO REGION DE SALUD CENTRO ORIENTE ALMEIDAS," 273,856,947.00 "," 273,856,947.00 ",4/12/2024,
NUEVA EPS ,ESE HOSPITAL SAN JOSE DE MAICAO," 272,709,527.00 "," 272,709,527.00 ",4/12/2024,
NUEVA EPS ,E.S.E. HOSPITAL UNIVERSITARIO HERNANDO MONCALEANO PERDOMO DE NEIVA," 270,530,790.00 "," 270,530,790.00 ",4/12/2024,
NUEVA EPS ,EMPRESA SOCIAL DEL ESTADO HOSPITAL DIVINO SALVADOR DE SOPO," 267,895,951.00 "," 267,895,951.00 ",4/12/2024,
NUEVA EPS ,ANGIOVASCULAR MORENO," 267,670,418.00 "," 267,670,418.00 ",4/12/2024,
NUEVA EPS ,E.S.E. HOSPITAL SANTA MATILDE DE MADRID," 267,610,663.00 "," 267,610,663.00 ",4/12/2024,
NUEVA EPS ,E.S.E. HOSPITAL DEL ROSARIO DE CAMPOALEGRE," 267,537,347.00 "," 267,537,347.00 ",4/12/2024,
NUEVA EPS ,OHI ORGANIZACIÓN HUMANA INTEGRAL S.A.," 265,945,008.00 "," 265,945,008.00 ",4/12/2024,
NUEVA EPS ,VITAL MEDICAL CARE VIMEC S.A.S," 265,169,905.00 "," 265,169,905.00 ",4/12/2024,
NUEVA EPS ,EMPRESA SOCIAL DEL ESTADO CENTRO DE REHABILITACION INTEGRAL DE BOYACA," 264,838,176.00 "," 264,838,176.00 ",4/12/2024,
NUEVA EPS ,UNIDAD DE SALUD MENTAL DE ARAUCA LTDA," 264,776,903.00 "," 264,776,903.00 ",4/12/2024,
NUEVA EPS ,E.S.E. HOSPITAL SAN FRANCISCO JAVIER DE ACEVEDO," 264,561,255.00 "," 264,561,255.00 ",4/12/2024,
NUEVA EPS ,HOSPICLINIC DE COLOMBIA S.A.S.," 263,996,610.00 "," 263,996,610.00 ",4/12/2024,
NUEVA EPS ,HOSPITAL INFANTIL LOS ANGELES," 262,828,913.00 "," 262,828,913.00 ",4/12/2024,
NUEVA EPS ,E.S.E. HOSPITAL LOCAL SANGRADA FAMILIA EMPRESA SOCIAL DEL ESTADO," 262,660,467.00 "," 262,660,467.00 ",4/12/2024,
NUEVA EPS ,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE PAIPA," 262,584,670.00 "," 262,584,670.00 ",4/12/2024,
NUEVA EPS ,E.S.E. HOSPITAL SAN FRANCISCO DE GACHETA," 260,963,764.00 "," 260,963,764.00 ",4/12/2024,
NUEVA EPS ,CENTRO ESPECIALIZADO DE UROLOGIA S.A.S," 260,340,003.00 "," 260,340,003.00 ",4/12/2024,
NUEVA EPS ,E.S.E. HOSPITAL LOCAL SANTA CRUZ EMPRES SOCIAL DEL ESTADO," 257,654,334.00 "," 257,654,334.00 ",4/12/2024,
NUEVA EPS ,E.S.E. HOSPITAL SAN RAFAEL DE PACHO," 257,534,466.00 "," 257,534,466.00 ",4/12/2024,
NUEVA EPS ,HOSPITAL REGIONAL SEGUNDO NIVEL DE ATENCIÓN VALLE DE TENZA E.S.E.," 257,290,277.00 "," 257,290,277.00 ",4/12/2024,
NUEVA EPS ,PROYECTAR SALUD SAS," 255,396,501.00 "," 255,396,501.00 ",4/12/2024,
NUEVA EPS ,PRIUS SAS," 254,499,126.00 "," 254,499,126.00 ",4/12/2024,
NUEVA EPS ,MESSER COLOMBIA S.A.," 253,411,269.00 "," 253,411,269.00 ",4/12/2024,
NUEVA EPS ,I.P.S. DEL MUNICIPIO DE CARTAGO EMPRESA SOCIAL DEL ESTADO," 252,803,764.00 "," 252,803,764.00 ",4/12/2024,
NUEVA EPS ,GAMANUCLEAR LTDA," 252,481,926.00 "," 252,481,926.00 ",4/12/2024,
NUEVA EPS ,AMANECER MEDICO SAS," 252,408,372.00 "," 252,408,372.00 ",4/12/2024,
NUEVA EPS ,CLINICA ASOTRAUMA SAS," 250,889,225.00 "," 250,889,225.00 ",4/12/2024,
NUEVA EPS ,VIHONCO IPS COSTA SAS," 250,807,193.00 "," 250,807,193.00 ",4/12/2024,
NUEVA EPS ,EMPRESA MULTIACTIVA DE SALUD," 248,585,441.00 "," 248,585,441.00 ",4/12/2024,
NUEVA EPS ,CLINICA MEISEL S.A.S.," 248,088,505.00 "," 248,088,505.00 ",4/12/2024,
NUEVA EPS ,IPS UNIDAD RENAL DEL SARARE SAS," 248,023,680.00 "," 248,023,680.00 ",4/12/2024,
NUEVA EPS ,ESE CENTRO MATERNO INFANTIL DE SABANALARGA," 247,478,287.00 "," 247,478,287.00 ",4/12/2024,
NUEVA EPS ,SOCIEDAD CLINICA EMCOSALUD S.A.," 247,213,927.00 "," 247,213,927.00 ",4/12/2024,
NUEVA EPS ,EMPRESA SOCIAL DEL ESTADO HOSPITAL FRANCISCO VALDERRAMA," 246,916,444.00 "," 246,916,444.00 ",4/12/2024,
NUEVA EPS ,NUEVO HOSPITAL LA CANDELARIA," 246,718,944.00 "," 246,718,944.00 ",4/12/2024,
NUEVA EPS ,CLINICA CHINITA S.A.," 246,167,308.00 "," 246,167,308.00 ",4/12/2024,
NUEVA EPS ,CENTRO CARDIOVASCULAR SOMER INCARE S A," 245,874,601.00 "," 245,874,601.00 ",4/12/2024,
NUEVA EPS ,CLINICA CARDIO VID," 244,758,671.00 "," 244,758,671.00 ",4/12/2024,
NUEVA EPS ,CENTRO DE INVESTIGACIONES ONCOLOGICAS CLINICA SAN DIEGO CIOSAD SAS," 243,656,393.00 "," 243,656,393.00 ",4/12/2024,
NUEVA EPS ,SUBSANAR SALUD IPS," 241,581,838.00 "," 241,581,838.00 ",4/12/2024,
NUEVA EPS ,CLINICA LOS ALMENDROS SAS," 241,519,722.00 "," 241,519,722.00 ",4/12/2024,
NUEVA EPS ,CLINICA DE ORTOPEDIA Y FRACTURAS TRAUMEDICAL S.A.S," 240,888,121.00 "," 240,888,121.00 ",4/12/2024,
NUEVA EPS ,CLÍNICA UNIVERSIDAD DE LA SABANA," 240,395,318.00 "," 240,395,318.00 ",4/12/2024,
NUEVA EPS ,ATENCION MEDICO INMEDIATA DOMICILIARIA AMID SAS," 239,855,951.00 "," 239,855,951.00 ",4/12/2024,
NUEVA EPS ,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN RAFAEL NIVEL II," 239,243,773.00 "," 239,243,773.00 ",4/12/2024,
NUEVA EPS ,CORPORACION CLINICA PRIMAVERA," 238,302,072.00 "," 238,302,072.00 ",4/12/2024,
NUEVA EPS ,PRO-DIAGNOSTICO S.A.," 238,138,365.00 "," 238,138,365.00 ",4/12/2024,
NUEVA EPS ,ODONTOCLINICAS MR S.A.," 237,485,939.00 "," 237,485,939.00 ",4/12/2024,
NUEVA EPS ,PREVENCION Y SALUD INTEGRAL PARA LA FAMILIA IPS LTDA," 236,654,192.00 "," 236,654,192.00 ",4/12/2024,
NUEVA EPS ,ARTMEDICA S.A.S," 236,264,637.00 "," 236,264,637.00 ",4/12/2024,
NUEVA EPS ,E.S.E. HOSPITAL SAN JOSE DE GUADUAS," 235,899,124.00 "," 235,899,124.00 ",4/12/2024,
NUEVA EPS ,MEDICARTE S.A.S," 235,720,576.00 "," 235,720,576.00 ",4/12/2024,
NUEVA EPS ,E.S.E. HOSPITAL SALAZAR VILLETA," 235,271,878.00 "," 235,271,878.00 ",4/12/2024,
NUEVA EPS ,E.S.E. CARMEN EMILIA OSPINA DE NEIVA," 235,159,718.00 "," 235,159,718.00 ",4/12/2024,
NUEVA EPS ,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN VICENTE DE PAUL," 234,019,346.00 "," 234,019,346.00 ",4/12/2024,
NUEVA EPS ,SUBRED INTEGRADA DE SERVICIOS DE SALUD CENTRO ORIENTE E.S.E," 233,751,210.00 "," 233,751,210.00 ",4/12/2024,
NUEVA EPS ,UROCLINICA DE CORDOBA SAS," 233,699,890.00 "," 233,699,890.00 ",4/12/2024,
NUEVA EPS ,EMPRESA SOCIAL DEL ESTADO HOSPITAL DE LA VEGA," 233,563,409.00 "," 233,563,409.00 ",4/12/2024,
NUEVA EPS ,RHOCAMPO S.A.S.," 233,018,283.00 "," 233,018,283.00 ",4/12/2024,
NUEVA EPS ,HOSPITAL DEPARTAMENTAL SAN RAFAEL DE ZARZAL E.S.E.," 232,711,198.00 "," 232,711,198.00 ",4/12/2024,
NUEVA EPS ,ESE CAMU DE SAN PELAYO," 232,593,046.00 "," 232,593,046.00 ",4/12/2024,
NUEVA EPS ,CLINICA NEFROUROS SAS," 232,370,041.00 "," 232,370,041.00 ",4/12/2024,
NUEVA EPS ,E.S.E. HOSPITAL SAN JOSE EMPRESA SOCIAL DEL ESTADO," 231,814,152.00 "," 231,814,152.00 ",4/12/2024,
NUEVA EPS ,HOSPITAL LOCAL SAN BENITO ABAD E.S.E," 231,643,086.00 "," 231,643,086.00 ",4/12/2024,
NUEVA EPS ,INSTITUTO CANCEROLÓGICO DE NARIÑO," 231,538,211.00 "," 231,538,211.00 ",4/12/2024,
NUEVA EPS ,ESE HOSPITAL SAN JUAN DE DIOS DE PAMPLONA," 229,679,349.00 "," 229,679,349.00 ",4/12/2024,
NUEVA EPS ,INSTITUTO CARDIOVASCULAR DEL CESAR S.A," 228,394,846.00 "," 228,394,846.00 ",4/12/2024,
NUEVA EPS ,SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR OCCIDENTE E.S.E," 228,320,660.00 "," 228,320,660.00 ",4/12/2024,
NUEVA EPS ,E.S.E HOSPITAL SAN ANTONIO DE PADUA," 228,023,440.00 "," 228,023,440.00 ",4/12/2024,
NUEVA EPS ,CLINICA EL LAGUITO S.A," 227,396,886.00 "," 227,396,886.00 ",4/12/2024,
NUEVA EPS ,UNION DE CIRUJANOS S.A.S.," 227,222,770.00 "," 227,222,770.00 ",4/12/2024,
NUEVA EPS ,CENTRO TERAPEUTICO RE-ENCONTRARSE S.A.S.," 227,020,743.00 "," 227,020,743.00 ",4/12/2024,
NUEVA EPS ,GESTION SALUD S.A.S.," 226,289,039.00 "," 226,289,039.00 ",4/12/2024,
NUEVA EPS ,SAMUEL VILLANUEVA VALEST EMPRESA SOCIAL DEL ESTADO," 225,462,800.00 "," 225,462,800.00 ",4/12/2024,
NUEVA EPS ,E.S.E. HOSPITAL SAN NICOLAS," 224,943,161.00 "," 224,943,161.00 ",4/12/2024,
NUEVA EPS ,SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR E.S.E.," 224,738,592.00 "," 224,738,592.00 ",4/12/2024,
NUEVA EPS ,EMPRESA SOCIAL DEL ESTADO HOSPITAL RUBEN CRUZ VELEZ," 224,516,110.00 "," 224,516,110.00 ",4/12/2024,
NUEVA EPS ,CENTRO DE ALTA TECNOLOGIA DIAGNOSTICA DEL EJE CAFETERO S.A. - CEDICAF S.A.," 224,480,035.00 "," 224,480,035.00 ",4/12/2024,
NUEVA EPS ,ASOCIACIÓN NIÑOS DE PAPEL," 223,941,089.00 "," 223,941,089.00 ",4/12/2024,
NUEVA EPS ,EMPRESA SOCIAL DEL ESTADO OCCIDENTE E.S.E," 222,738,425.00 "," 222,738,425.00 ",4/12/2024,
NUEVA EPS ,SOCIEDAD MEDICA CLINICA MAICAO S.A," 221,960,209.00 "," 221,960,209.00 ",4/12/2024,
NUEVA EPS ,RAYOS X DEL HUILA S.A.S," 221,868,834.00 "," 221,868,834.00 ",4/12/2024,
NUEVA EPS ,ESE CENTRO DE SALUD CON CAMAS DE PALMAR DE VARELA," 221,649,894.00 "," 221,649,894.00 ",4/12/2024,
NUEVA EPS ,E.S.E. HOSPITAL SANTANDER EMPRESA SOCIAL DEL ESTADO," 221,376,605.00 "," 221,376,605.00 ",4/12/2024,
NUEVA EPS ,"HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ, EMPRESA SOCIAL DEL ESTADO"," 221,287,698.00 "," 221,287,698.00 ",4/12/2024,
NUEVA EPS ,INSTITUTO DE SISTEMA NERVIOSO DE CORDOBA," 220,417,994.00 "," 220,417,994.00 ",4/12/2024,
NUEVA EPS ,EMPRESA SOCIAL DEL ESTADO REGION DE SALUD SOACHA," 219,653,549.00 "," 219,653,549.00 ",4/12/2024,
NUEVA EPS ,CLINICA CASANARE S.A," 218,261,848.00 "," 218,261,848.00 ",4/12/2024,
NUEVA EPS ,E.S.E. HOSPITAL MUNICIPAL DE ACACIAS," 218,029,288.00 "," 218,029,288.00 ",4/12/2024,
NUEVA EPS ,E.S.E. HOSPITAL PEDRO LEON ALVAREZ DIAZ," 216,599,531.00 "," 216,599,531.00 ",4/12/2024,
NUEVA EPS ,ASISTENCIA MEDICA INMEDIATA AMEDI S.A.S.," 216,514,063.00 "," 216,514,063.00 ",4/12/2024,
NUEVA EPS ,CLINICA CHIA S.A.S.," 216,457,259.00 "," 216,457,259.00 ",4/12/2024,
NUEVA EPS ,E.S.E HOSPITAL INTEGRADO DE LANDAZURI," 215,814,938.00 "," 215,814,938.00 ",4/12/2024,
NUEVA EPS ,HABILITAR DEL CARIBE S.A.S," 212,681,362.00 "," 212,681,362.00 ",4/12/2024,
NUEVA EPS ,E.S.E EDMUNDO GERMAN ARIAS DUARTE," 212,367,320.00 "," 212,367,320.00 ",4/12/2024,
NUEVA EPS ,CAD VIDA IPS S.A.S," 211,965,912.00 "," 211,965,912.00 ",4/12/2024,
NUEVA EPS ,FUNDACION OFTALMOLOGICA DE NARIÑO," 211,549,019.00 "," 211,549,019.00 ",4/12/2024,
NUEVA EPS ,EMPRESA SOCIAL DEL ESTADO HOSPITAL DE MALAMBO," 210,101,412.00 "," 210,101,412.00 ",4/12/2024,
NUEVA EPS ,MEDICENTRO FAMILIAR IPS SAS," 209,979,367.00 "," 209,979,367.00 ",4/12/2024,
NUEVA EPS ,IPS CLINICA SAN IGNACIO LTDA," 209,853,955.00 "," 209,853,955.00 ",4/12/2024,
NUEVA EPS ,ESE HOSPITAL 7 DE AGOSTO," 209,529,112.00 "," 209,529,112.00 ",4/12/2024,
NUEVA EPS ,I.P.S GOLEMAN SERVICIO INTEGRAL S.A.S.," 209,505,170.00 "," 209,505,170.00 ",4/12/2024,
NUEVA EPS ,HOSPITAL SAN RAFAEL DE PASTO," 209,270,417.00 "," 209,270,417.00 ",4/12/2024,
NUEVA EPS ,E.S.E. HOSPITAL DEPARTAMENTAL FELIPE SUAREZ," 208,744,710.00 "," 208,744,710.00 ",4/12/2024,
NUEVA EPS ,HOSPITAL SAN VICENTE E.S.E," 208,533,405.00 "," 208,533,405.00 ",4/12/2024,
NUEVA EPS ,E.S.E. HOSPITAL SAN RAFAEL DE EL ESPINAL EMPRESA SOCIAL DEL ESTADO," 208,142,335.00 "," 208,142,335.00 ",4/12/2024,
NUEVA EPS ,CLINICA JALLER S.A.S.," 207,578,899.00 "," 207,578,899.00 ",4/12/2024,
NUEVA EPS ,IPSI SUPULA WAYUU," 207,478,702.00 "," 207,478,702.00 ",4/12/2024,
NUEVA EPS ,E.S.E. HOSPITAL PILOTO JAMUNDI EMPRESA SOCIAL DEL ESTADO," 207,452,425.00 "," 207,452,425.00 ",4/12/2024,
NUEVA EPS ,HEALTH & LIFE IPS SAS SIGLA H&L UCC SAS," 206,585,776.00 "," 206,585,776.00 ",4/12/2024,
NUEVA EPS ,HOSPITAL SAN ANDRES E.S.E.," 205,912,685.00 "," 205,912,685.00 ",4/12/2024,
NUEVA EPS ,HOSPITAL LOCAL ALVARO RAMIREZ GONZALEZ E.S.E," 205,888,467.00 "," 205,888,467.00 ",4/12/2024,
NUEVA EPS ,CENTRO INTEGRAL DE REHABILITACION COLOMBIA - CIREC," 205,595,412.00 "," 205,595,412.00 ",4/12/2024,
NUEVA EPS ,ESE HOSPITAL SAN MARTIN," 204,708,875.00 "," 204,708,875.00 ",4/12/2024,
NUEVA EPS ,EMPRESA SOCIAL DEL ESTADO SAN SEBASTIAN DE LA PLATA HUILA," 204,433,544.00 "," 204,433,544.00 ",4/12/2024,
NUEVA EPS ,E.S.E. HOSPITAL RAUL OREJUELA BUENO," 204,297,302.00 "," 204,297,302.00 ",4/12/2024,
NUEVA EPS ,CENTRO HOSPITAL DIVINO NIÑO EMPRESA SOCIAL DEL ESTADO," 204,114,075.00 "," 204,114,075.00 ",4/12/2024,
NUEVA EPS ,MEDICA MAGDALENA SAS," 203,973,644.00 "," 203,973,644.00 ",4/12/2024,
NUEVA EPS ,HOSPITAL LUIS ABLANQUE DE LA PLATA EMPRESA SOCIAL DEL ESTADO," 203,711,539.00 "," 203,711,539.00 ",4/12/2024,
NUEVA EPS ,CLINICA CREAR VISION S.A.S," 203,554,960.00 "," 203,554,960.00 ",4/12/2024,
NUEVA EPS ,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD DE POLONUEVO," 203,153,676.00 "," 203,153,676.00 ",4/12/2024,
NUEVA EPS ,CENTRO MEDICO VALLE DE ATRIZ E.U.," 201,881,566.00 "," 201,881,566.00 ",4/12/2024,
NUEVA EPS ,IPS MEDICAMENTOS & EQUIPOS COLOMBIA S.A.S," 201,631,193.00 "," 201,631,193.00 ",4/12/2024,
NUEVA EPS ,HOSPITAL DEPARTAMENTAL MARIA INMACULADA ESE," 200,261,494.00 "," 200,261,494.00 ",4/12/2024,
NUEVA EPS ,EMPRESA SOCIAL DEL ESTADO GUAPI ESE," 199,789,564.00 "," 199,789,564.00 ",4/12/2024,
NUEVA EPS ,ESE HOSPITAL MARINO ZULETA RAMIREZ," 198,374,061.00 "," 198,374,061.00 ",4/12/2024,
NUEVA EPS ,ESE HOSPITAL LOCAL LAZARO ALFONSO HERNANDEZ LARA," 198,230,617.00 "," 198,230,617.00 ",4/12/2024,
NUEVA EPS ,HOSPITAL DEL SARARE ESE," 197,940,323.00 "," 197,940,323.00 ",4/12/2024,
NUEVA EPS ,"E.S.E. HOSPITAL MENTAL DE ANTIOQUIA ""MARÍA UPEGUI - HOMO"""," 197,248,656.00 "," 197,248,656.00 ",4/12/2024,
NUEVA EPS ,OPTIMUS HEALTH SAS," 196,785,773.00 "," 196,785,773.00 ",4/12/2024,
NUEVA EPS ,HOSPITAL ESPECIAL DE CUBARA EMPRESA SOCIAL DEL ESTADO," 196,318,120.00 "," 196,318,120.00 ",4/12/2024,
NUEVA EPS ,E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ," 195,382,437.00 "," 195,382,437.00 ",4/12/2024,
NUEVA EPS ,E.S.E. HOSPITAL DEPARTAMENTAL SAN ANTONIO DE PADUA DE LA PLATA," 195,210,095.00 "," 195,210,095.00 ",4/12/2024,
NUEVA EPS ,COOPERATIVA MULTIACTIVA DE SERVICIOS INTEGRALES GESTIONARBIENESTAR," 194,826,669.00 "," 194,826,669.00 ",4/12/2024,
NUEVA EPS ,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE FOMEQUE," 194,170,763.00 "," 194,170,763.00 ",4/12/2024,
NUEVA EPS ,E.S.E. HOSPITAL KENNEDY EMPRESA SOCIAL DEL ESTADO," 193,878,756.00 "," 193,878,756.00 ",4/12/2024,
NUEVA EPS ,CENTRO DE IMÁGENES DIAGNOSTICAS TERCER MILENIO SAS," 193,598,781.00 "," 193,598,781.00 ",4/12/2024,
NUEVA EPS ,ESE HOSPITAL DEPARTAMENTAL SAN JOSE DE NEIRA," 193,406,213.00 "," 193,406,213.00 ",4/12/2024,
NUEVA EPS ,EMPRESA SOCIAL DEL ESTADO HOSPITAL PSIQUIÁTRICO SAN CAMILO," 193,314,955.00 "," 193,314,955.00 ",4/12/2024,
NUEVA EPS ,IPSI PALAIMA," 192,767,208.00 "," 192,767,208.00 ",4/12/2024,
NUEVA EPS ,CENTRO INTEGRAL DE ATENCION DIAGNOSTICA ESPECIALIZADA IPS SAS," 192,433,843.00 "," 192,433,843.00 ",4/12/2024,
NUEVA EPS ,EMPRESA SOCIAL DEL ESTADO HOSPITAL LOCAL SAN JOSE," 191,975,520.00 "," 191,975,520.00 ",4/12/2024,
NUEVA EPS ,FUNDACION CLINICA INFANTIL CLUB NOEL," 191,058,107.00 "," 191,058,107.00 ",4/12/2024,
NUEVA EPS ,EMPRESA SOCIAL DEL ESTADO INSTITUTO DE SALUD DE BUCARAMANGA," 190,093,662.00 "," 190,093,662.00 ",4/12/2024,
NUEVA EPS ,E.S.E. HOSPITAL SAN CARLOS DE AIPE," 189,493,156.00 "," 189,493,156.00 ",4/12/2024,
NUEVA EPS ,SOCIEDAD DE CANCEROLOGIA DE LA COSTA S.A.S.," 189,387,893.00 "," 189,387,893.00 ",4/12/2024,
NUEVA EPS ,FUNDACION CLINICA LETICIA," 189,314,248.00 "," 189,314,248.00 ",4/12/2024,
NUEVA EPS ,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO DE SOATA," 188,852,374.00 "," 188,852,374.00 ",4/12/2024,
NUEVA EPS ,HOSPITAL DEPARTAMENTAL MARIO CORREA RENGIFO EMPRESA SOCIAL DEL ESTADO," 188,799,676.00 "," 188,799,676.00 ",4/12/2024,
NUEVA EPS ,E.S.E CAMU IRIS LÓPEZ DURAN," 187,627,920.00 "," 187,627,920.00 ",4/12/2024,
NUEVA EPS ,HOSPITAL LOCAL PRIMER NIVEL E.S.E. FUENTE DE ORO," 187,532,540.00 "," 187,532,540.00 ",4/12/2024,
NUEVA EPS ,E.S.E. HOSPITAL ARSENIO REPIZO VANEGAS DE SAN AGUSTIN," 187,251,908.00 "," 187,251,908.00 ",4/12/2024,
NUEVA EPS ,CLINICA DE LA AMAZONIA IPS LTDA," 186,193,577.00 "," 186,193,577.00 ",4/12/2024,
NUEVA EPS ,ESE HOSPITAL SAN PEDRO CLAVER DE MOGOTES SANTANDER.," 185,809,871.00 "," 185,809,871.00 ",4/12/2024,
NUEVA EPS ,E.S.E. CENTRAL DE URGENCIAS LOUIS PASTEUR," 185,640,206.00 "," 185,640,206.00 ",4/12/2024,
NUEVA EPS ,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN FRANCISCO DE ASIS," 185,622,956.00 "," 185,622,956.00 ",4/12/2024,
NUEVA EPS ,ESE HOSPITAL JOSE ANTONIO SOCARRAS," 185,568,014.00 "," 185,568,014.00 ",4/12/2024,
NUEVA EPS ,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JOSE," 185,564,571.00 "," 185,564,571.00 ",4/12/2024,
NUEVA EPS ,EMPRESA SOCIAL DEL ESTADO REGION DE SALUD MEDINA," 185,260,402.00 "," 185,260,402.00 ",4/12/2024,
NUEVA EPS ,E.S.E. HOSPITAL FEDERICO LLERAS ACOSTA," 184,879,367.00 "," 184,879,367.00 ",4/12/2024,
NUEVA EPS ,CENTRO DE ORTOPEDIA Y REHABILITACION ORTOVITAL INTEGRAL S.A.S.," 184,803,011.00 "," 184,803,011.00 ",4/12/2024,
NUEVA EPS ,ESE HOSPITAL NUESTRA SEÑORA DE FATIMA DE SUAZA," 184,397,332.00 "," 184,397,332.00 ",4/12/2024,
NUEVA EPS ,HOSPITAL DEPARTAMENTAL SAN ANTONIO DE ROLDANILLO EMPRESA SOCIAL DEL ESTADO," 183,681,238.00 "," 183,681,238.00 ",4/12/2024,
NUEVA EPS ,SOCIEDAD DE SERVICIOS OCULARES S.A.S-OPTISALUD," 182,558,785.00 "," 182,558,785.00 ",4/12/2024,
NUEVA EPS ,ESE HOSPITAL SAN FRANCISCO DE VILLA DE LEYVA," 182,077,305.00 "," 182,077,305.00 ",4/12/2024,
NUEVA EPS ,"CIA DE NEUROLOGOS.NEUROCIRUJANOS Y ESPECIALIDADES AFINES, SOCIEDAD ACCIONES SIMPLIF CONEURO S.A.S."," 181,218,233.00 "," 181,218,233.00 ",4/12/2024,
NUEVA EPS ,ESE HOSPITAL TAMALAMEQUE," 180,571,688.00 "," 180,571,688.00 ",4/12/2024,
NUEVA EPS ,E.S.E. HOSPITAL SANTA ANA," 180,438,660.00 "," 180,438,660.00 ",4/12/2024,
NUEVA EPS ,EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO SAN JORGE," 180,020,946.00 "," 180,020,946.00 ",4/12/2024,
NUEVA EPS ,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JUAN DE DIOS," 179,244,946.00 "," 179,244,946.00 ",4/12/2024,
NUEVA EPS ,CLINICA DE ESPECIALISTAS MARIA AUXILIADORA S.A.S.," 178,673,983.00 "," 178,673,983.00 ",4/12/2024,
NUEVA EPS ,E.S.E. HOSPITAL REGIONAL CENTRO," 178,085,604.00 "," 178,085,604.00 ",4/12/2024,
NUEVA EPS ,E.S.E. HOSPITAL SAN ANTONIO DE MANZANARES," 177,700,681.00 "," 177,700,681.00 ",4/12/2024,
NUEVA EPS ,E.S.E. HOSPITAL CIVIL DE IPIALES," 176,749,781.00 "," 176,749,781.00 ",4/12/2024,
NUEVA EPS ,ESE JUAN RAMON NUÑEZ PALACIOS," 176,438,836.00 "," 176,438,836.00 ",4/12/2024,
NUEVA EPS ,ESE HOSPITAL SAN JUAN DE DIOS DE LEBRIJA," 175,542,702.00 "," 175,542,702.00 ",4/12/2024,
NUEVA EPS ,E.S.E. HOSPITAL DIVINO NIÑO EMPRESA SOCIAL DEL ESTADO," 175,291,206.00 "," 175,291,206.00 ",4/12/2024,
NUEVA EPS ,CLINICA SANTA SOFIA DEL PACIFICO SAS," 175,163,141.00 "," 175,163,141.00 ",4/12/2024,
NUEVA EPS ,HOSPITAL DE SAN JUAN DE DIOS," 174,766,328.00 "," 174,766,328.00 ",4/12/2024,
